TEXT_SFX_PPS_MOVE_1;¡Vamos en camino, señor!
TEXT_SFX_PPS_MOVE_10;Rompan filas.
TEXT_SFX_PPS_MOVE_11;Movámonos.
TEXT_SFX_PPS_MOVE_12;Vámonos.
TEXT_SFX_PPS_MOVE_13;Adelante. 
TEXT_SFX_PPS_MOVE_14;Por aquí.
TEXT_SFX_PPS_MOVE_15;Por allí.
TEXT_SFX_PPS_MOVE_2;Voy para allá.
TEXT_SFX_PPS_MOVE_3;Ya casi estamos.
TEXT_SFX_PPS_MOVE_4;Por aquí.
TEXT_SFX_PPS_MOVE_5;Por aquí.
TEXT_SFX_PPS_MOVE_6;Seguid en movimiento.
TEXT_SFX_PPS_MOVE_7;Inmediatamente. 
TEXT_SFX_PPS_MOVE_8;En marcha.
TEXT_SFX_PPS_MOVE_9;Voy para allá.
TEXT_SFX_PPS_SELECT_1;De acuerdo, señor.
TEXT_SFX_PPS_SELECT_10;Recibido.
TEXT_SFX_PPS_SELECT_11;Comprendido.
TEXT_SFX_PPS_SELECT_12;Listo para el servicio.
TEXT_SFX_PPS_SELECT_13;Sí, señor.
TEXT_SFX_PPS_SELECT_14;Sí, comandante.
TEXT_SFX_PPS_SELECT_15;Preparado.
TEXT_SFX_PPS_SELECT_2;En ello, señor.
TEXT_SFX_PPS_SELECT_3;Esperando instrucciones.
TEXT_SFX_PPS_SELECT_4;¿Sus órdenes?
TEXT_SFX_PPS_SELECT_5;Preparado para el combate.
TEXT_SFX_PPS_SELECT_6;Listo para la batalla.
TEXT_SFX_PPS_SELECT_7;Entendido.
TEXT_SFX_PPS_SELECT_8;En formación.
TEXT_SFX_PPS_SELECT_9;Esperando órdenes.
TEXT_SFX_PPS_TAKE_COVER_1;¡A cubierto!
TEXT_SFX_PPS_TAKE_COVER_2;¡Dispersaos!
TEXT_SFX_PPS_TAKE_COVER_3;¡Esquivad los disparos!
TEXT_SFX_PPS_TAKE_COVER_4;¡Dispersión!
TEXT_SFX_PR1_ASSIST_1;¿Dónde está la salida?
TEXT_SFX_PR1_ASSIST_2;¡Seguid a Tyber!
TEXT_SFX_PR1_ATTACK_1;¡A por ellos!
TEXT_SFX_PR1_ATTACK_10;¡Guardias! ¡Disparad!
TEXT_SFX_PR1_ATTACK_11;¡Hay que salir de aquí!
TEXT_SFX_PR1_ATTACK_12;¡Disparadles!
TEXT_SFX_PR1_ATTACK_13;¡Disparad con todo lo que tengáis!
TEXT_SFX_PR1_ATTACK_14;¡Conservad esta zona!
TEXT_SFX_PR1_ATTACK_15;¡Defended aquí!
TEXT_SFX_PR1_ATTACK_2;¡Luchad!
TEXT_SFX_PR1_ATTACK_3;¡Conseguid llegar a las salidas!
TEXT_SFX_PR1_ATTACK_4;¡Allí están!
TEXT_SFX_PR1_ATTACK_5;¡Atacad!
TEXT_SFX_PR1_ATTACK_6;¡Fuego!
TEXT_SFX_PR1_ATTACK_7;¡Abrid fuego!
TEXT_SFX_PR1_ATTACK_8;¡Atacad a los guardias!
TEXT_SFX_PR1_ATTACK_9;¡Guardias!
TEXT_SFX_PR1_MOVE_1;¡A por los guardias!
TEXT_SFX_PR1_MOVE_10;¡Eliminad a los guardias!
TEXT_SFX_PR1_MOVE_11;¡Abríos camino!
TEXT_SFX_PR1_MOVE_12;¡Por aquí!
TEXT_SFX_PR1_MOVE_13;¡Moveos!
TEXT_SFX_PR1_MOVE_14;¡Guardias por delante!
TEXT_SFX_PR1_MOVE_15;¡Eliminadlos!
TEXT_SFX_PR1_MOVE_2;¡Id por este camino!
TEXT_SFX_PR1_MOVE_3;¡Eliminad a esos guardias!
TEXT_SFX_PR1_MOVE_4;¡Dirigíos a las salidas!
TEXT_SFX_PR1_MOVE_5;¡Sacadme de aquí!
TEXT_SFX_PR1_MOVE_6;¡VAMOS!
TEXT_SFX_PR1_MOVE_7;¿Por dónde?
TEXT_SFX_PR1_MOVE_8;¡Abrid bien los ojos!
TEXT_SFX_PR1_MOVE_9;¡Pronto llegarán!
TEXT_SFX_PR1_SELECT_1;¡En marcha!
TEXT_SFX_PR1_SELECT_10;¡Rápido!
TEXT_SFX_PR1_SELECT_11;¡Moveos!
TEXT_SFX_PR1_SELECT_12;¡Buscad una salida!
TEXT_SFX_PR1_SELECT_13;Sacadme de aquí.
TEXT_SFX_PR1_SELECT_14;¡Guardias! Cuidado.
TEXT_SFX_PR1_SELECT_15;¡Toma ésa!
TEXT_SFX_PR1_SELECT_2;¡Vamos!
TEXT_SFX_PR1_SELECT_3;¡Estamos contigo!
TEXT_SFX_PR1_SELECT_4;¡Fuera de aquí!
TEXT_SFX_PR1_SELECT_5;¡Vamos! ¡Vamos!
TEXT_SFX_PR1_SELECT_6;Por aquí.
TEXT_SFX_PR1_SELECT_7;¡Id a por él!
TEXT_SFX_PR1_SELECT_8;Cuidado con los guardias.
TEXT_SFX_PR1_SELECT_9;Vale.
TEXT_SFX_PR2_ASSIST_1;¡Id a la salida!
TEXT_SFX_PR2_ASSIST_2;¡Seguid a Zann!
TEXT_SFX_PR2_ATTACK_1;¡Eliminadlos!
TEXT_SFX_PR2_ATTACK_10;¡Disparad a los guardias!
TEXT_SFX_PR2_ATTACK_11;¡Conseguid llegar a la salida!
TEXT_SFX_PR2_ATTACK_12;¡Destrozadlos!
TEXT_SFX_PR2_ATTACK_13;¡A por ellos!
TEXT_SFX_PR2_ATTACK_14;¡Conservad esta zona!
TEXT_SFX_PR2_ATTACK_15;¡Defended esta área!
TEXT_SFX_PR2_ATTACK_2;¡Luchad! ¡Luchad!
TEXT_SFX_PR2_ATTACK_3;¡Abríos paso hasta la salida!
TEXT_SFX_PR2_ATTACK_4;¡Allí!
TEXT_SFX_PR2_ATTACK_5;¡Atacadles!
TEXT_SFX_PR2_ATTACK_6;¡Ahora!
TEXT_SFX_PR2_ATTACK_7;¡Abrid fuego! ¡Ahora!
TEXT_SFX_PR2_ATTACK_8;¡Guardias! ¡Disparad!
TEXT_SFX_PR2_ATTACK_9;¡Guardias! ¡Allí!
TEXT_SFX_PR2_MOVE_1;¡A por ellos!
TEXT_SFX_PR2_MOVE_10;¡Eliminad a sus tropas!
TEXT_SFX_PR2_MOVE_11;¡Debéis luchar para salir de aquí!
TEXT_SFX_PR2_MOVE_12;¡Justo aquí!
TEXT_SFX_PR2_MOVE_13;¡Moveos!
TEXT_SFX_PR2_MOVE_14;¡Guardias más adelante!
TEXT_SFX_PR2_MOVE_15;¡Soldados!
TEXT_SFX_PR2_MOVE_2;¡Vamos! ¡Por aquí!
TEXT_SFX_PR2_MOVE_3;¡Guardias! ¡Eliminadlos!
TEXT_SFX_PR2_MOVE_4;¡Dirigíos a las salidas!
TEXT_SFX_PR2_MOVE_5;¡Sacadme de este sitio!
TEXT_SFX_PR2_MOVE_6;¡Aprisa!
TEXT_SFX_PR2_MOVE_7;¡Creo que la salida es por aquí!
TEXT_SFX_PR2_MOVE_8;¡Mantened los ojos bien abiertos!
TEXT_SFX_PR2_MOVE_9;¡Aquí llegan!
TEXT_SFX_PR2_SELECT_1;¡Salgamos de aquí!
TEXT_SFX_PR2_SELECT_10;¡Rápido!
TEXT_SFX_PR2_SELECT_11;¡Moveos!
TEXT_SFX_PR2_SELECT_12;¡Es por aquí!
TEXT_SFX_PR2_SELECT_13;¡Sacadme de aquí!
TEXT_SFX_PR2_SELECT_14;Con cuidado.
TEXT_SFX_PR2_SELECT_15;¡Ahora nos toca a nosotros!
TEXT_SFX_PR2_SELECT_2;¡Por este camino!
TEXT_SFX_PR2_SELECT_3;¡Ya vamos!
TEXT_SFX_PR2_SELECT_4;¡Vamos a salir de aquí!
TEXT_SFX_PR2_SELECT_5;¡Vamos! ¡Por aquí!
TEXT_SFX_PR2_SELECT_6;¡Por aquí!
TEXT_SFX_PR2_SELECT_7;¡Rápido! ¡Rápido!
TEXT_SFX_PR2_SELECT_8;Cuidado con los guardias.
TEXT_SFX_PR2_SELECT_9;De acuerdo.
TEXT_SFX_PRF_ASTEROIDS_1;Activad los escudos. Campo de asteroides delante.
TEXT_SFX_PRF_ATTACK_1;Preparándonos para el combate.
TEXT_SFX_PRF_ATTACK_10;Atacad ese objetivo.
TEXT_SFX_PRF_ATTACK_11;Atacando objetivo.
TEXT_SFX_PRF_ATTACK_12;Fuego a discreción.
TEXT_SFX_PRF_ATTACK_13;Atacando.
TEXT_SFX_PRF_ATTACK_14;Apuntando.
TEXT_SFX_PRF_ATTACK_15;Disparando.
TEXT_SFX_PRF_ATTACK_2;¡Situándonos en posición de ataque!
TEXT_SFX_PRF_ATTACK_3;Adelante.
TEXT_SFX_PRF_ATTACK_4;Atacando al enemigo.
TEXT_SFX_PRF_ATTACK_5;Estamos a distancia de ataque.
TEXT_SFX_PRF_ATTACK_6;Objetivo enemigo a la vista.
TEXT_SFX_PRF_ATTACK_7;¡Atacad!
TEXT_SFX_PRF_ATTACK_8;¡Fuego!
TEXT_SFX_PRF_ATTACK_9;¡Abrid fuego!
TEXT_SFX_PRF_BARRAGE_1;¡Concentrando toda la potencia de fuego!
TEXT_SFX_PRF_BARRAGE_2;Apuntad con la máxima potencia de fuego.
TEXT_SFX_PRF_DEFEND_1;Potencia a los escudos.
TEXT_SFX_PRF_DEFEND_2;¡Toda la potencia a los escudos!
TEXT_SFX_PRF_GUARD_1;Escoltando. 
TEXT_SFX_PRF_GUARD_2;Defendiendo. 
TEXT_SFX_PRF_HP_BAY_1;Inutilizad su plataforma de lanzamiento.
TEXT_SFX_PRF_HP_BAY_2;Dirigid el fuego hacia esa plataforma de lanzamiento.
TEXT_SFX_PRF_HP_ENGINES_1;Dirigid el fuego hacia los motores.
TEXT_SFX_PRF_HP_ENGINES_2;¡Apuntad a los motores!
TEXT_SFX_PRF_HP_GRAV_1;Apuntando al generador del pozo gravitatorio. 
TEXT_SFX_PRF_HP_ION_1;Neutralizad esos cañones de iones.
TEXT_SFX_PRF_HP_ION_2;¡Destruid los cañones de iones!
TEXT_SFX_PRF_HP_LASER_1;Nuestros blancos prioritarios son los cañones láser.
TEXT_SFX_PRF_HP_LASER_2;Nuestro objetivo son los láseres.
TEXT_SFX_PRF_HP_MISSILE_1;Eliminad los lanzamisiles.
TEXT_SFX_PRF_HP_MISSILE_2;Apuntad a esos lanzamisiles.
TEXT_SFX_PRF_HP_SHIELDS_1;Eliminad el generador de escudo.
TEXT_SFX_PRF_HP_SHIELDS_2;Destruid el generador de escudo.
TEXT_SFX_PRF_HP_TORP_1;Esos lanzatorpedos deben ser destruidos.
TEXT_SFX_PRF_HP_TORP_2;Apuntando al lanzatorpedos.
TEXT_SFX_PRF_INTERDICTOR_1;Tenemos que eliminar ese Interdictor para poder movernos de aquí.
TEXT_SFX_PRF_LOST_ENGINES_1;¡Motores averiados!
TEXT_SFX_PRF_LOST_ENGINES_2;¡Nuestro sistema impulsor primario está inutilizado!
TEXT_SFX_PRF_LOST_LASER_1;¡Hemos perdido nuestros láseres!
TEXT_SFX_PRF_LOST_LASER_2;¡Se han cargado nuestros láseres!
TEXT_SFX_PRF_LOST_SHIELDS_1;¡Generador de escudo inutilizado!
TEXT_SFX_PRF_LOST_SHIELDS_2;¡Nuestros escudos principales están inutilizados!
TEXT_SFX_PRF_MOVE_1;Coordenadas recibidas.
TEXT_SFX_PRF_MOVE_10;En marcha.
TEXT_SFX_PRF_MOVE_11;Voy para allá.
TEXT_SFX_PRF_MOVE_12;Dispersión.
TEXT_SFX_PRF_MOVE_13;Movámonos.
TEXT_SFX_PRF_MOVE_14;Vámonos.
TEXT_SFX_PRF_MOVE_15;Adelante. 
TEXT_SFX_PRF_MOVE_16;Por aquí.
TEXT_SFX_PRF_MOVE_17;Por allí.
TEXT_SFX_PRF_MOVE_2;Fragata en ruta.
TEXT_SFX_PRF_MOVE_3;Fragata saliendo.
TEXT_SFX_PRF_MOVE_4;Rumbo al destino.
TEXT_SFX_PRF_MOVE_5;Nos hemos puesto en camino.
TEXT_SFX_PRF_MOVE_6;Posición confirmada.
TEXT_SFX_PRF_MOVE_7;Rumbo a coordenadas.
TEXT_SFX_PRF_MOVE_8;Vectores fijados.
TEXT_SFX_PRF_MOVE_9;Inmediatamente. 
TEXT_SFX_PRF_MOVEOPPOSITEDIR_1;¡Acción evasiva!
TEXT_SFX_PRF_MOVEOPPOSITEDIR_2;¡En movimiento!
TEXT_SFX_PRF_MOVEOPPOSITEDIR_3;¡Emprended acciones evasivas!
TEXT_SFX_PRF_MOVEOPPOSITEDIR_4;¡Daos prisa!
TEXT_SFX_PRF_NEBULA_1;La nebulosa está interfiriendo con nuestros sensores.
TEXT_SFX_PRF_RETREAT_1;Preparaos para el hiperespacio.
TEXT_SFX_PRF_RETREAT_2;Preparad el salto a la velocidad de la luz.
TEXT_SFX_PRF_SELECT_1;Fragata lista para el servicio.
TEXT_SFX_PRF_SELECT_10;Entendido.
TEXT_SFX_PRF_SELECT_11;En formación.
TEXT_SFX_PRF_SELECT_12;Esperando órdenes.
TEXT_SFX_PRF_SELECT_13;Recibido.
TEXT_SFX_PRF_SELECT_14;Motores activados.
TEXT_SFX_PRF_SELECT_15;Listo para el servicio.
TEXT_SFX_PRF_SELECT_16;Sí, señor.
TEXT_SFX_PRF_SELECT_17;Sí, comandante.
TEXT_SFX_PRF_SELECT_18;Preparado.
TEXT_SFX_PRF_SELECT_2;Al habla la fragata.
TEXT_SFX_PRF_SELECT_3;Armas en línea.
TEXT_SFX_PRF_SELECT_4;Armas cargadas.
TEXT_SFX_PRF_SELECT_5;Frecuencia abierta.
TEXT_SFX_PRF_SELECT_6;Fragata respondiendo.
TEXT_SFX_PRF_SELECT_7;Preparado para la acción.
TEXT_SFX_PRF_SELECT_8;Fragata a la espera.
TEXT_SFX_PRF_SELECT_9;Comprendido.
TEXT_SFX_PRF_STOP_1;¡Quietos!
TEXT_SFX_PRF_STOP_2;¡Esperad aquí!
TEXT_SFX_PRS_ASSIST_1;Fuego de contención.
TEXT_SFX_PRS_ASSIST_2;Nosotros te cubriremos.
TEXT_SFX_PRS_ASSIST_3;Fuego de cobertura.
TEXT_SFX_PRS_ATTACK_1;Entrando en el campo de batalla.
TEXT_SFX_PRS_ATTACK_10;Atacad ese objetivo.
TEXT_SFX_PRS_ATTACK_11;Atacando objetivo.
TEXT_SFX_PRS_ATTACK_12;Fuego a discreción.
TEXT_SFX_PRS_ATTACK_13;Atacando.
TEXT_SFX_PRS_ATTACK_14;Apuntando.
TEXT_SFX_PRS_ATTACK_15;Disparando.
TEXT_SFX_PRS_ATTACK_2;Atacando al objetivo.
TEXT_SFX_PRS_ATTACK_3;Encabezando asalto.
TEXT_SFX_PRS_ATTACK_4;Comenzad el asalto.
TEXT_SFX_PRS_ATTACK_5;Listos para atacar.
TEXT_SFX_PRS_ATTACK_6;Objetivo fijado.
TEXT_SFX_PRS_ATTACK_7;¡Atacad!
TEXT_SFX_PRS_ATTACK_8;¡Fuego!
TEXT_SFX_PRS_ATTACK_9;¡Abrid fuego!
TEXT_SFX_PRS_GUARD_1;Sí, señor.
TEXT_SFX_PRS_GUARD_2;Lo haré.
TEXT_SFX_PRS_MOVE_1;Esquife pirata en movimiento.
TEXT_SFX_PRS_MOVE_10;Rompan filas.
TEXT_SFX_PRS_MOVE_11;Movámonos.
TEXT_SFX_PRS_MOVE_12;Vámonos.
TEXT_SFX_PRS_MOVE_13;Adelante. 
TEXT_SFX_PRS_MOVE_14;Por aquí.
TEXT_SFX_PRS_MOVE_15;Por allí.
TEXT_SFX_PRS_MOVE_2;Situándome en posición.
TEXT_SFX_PRS_MOVE_3;Enseguida, señor.
TEXT_SFX_PRS_MOVE_4;De camino.
TEXT_SFX_PRS_MOVE_5;Ya casi estamos.
TEXT_SFX_PRS_MOVE_6;Voy para allá.
TEXT_SFX_PRS_MOVE_7;Inmediatamente. 
TEXT_SFX_PRS_MOVE_8;En marcha.
TEXT_SFX_PRS_MOVE_9;Saliendo, señor.
TEXT_SFX_PRS_SELECT_1;Armas cargadas.
TEXT_SFX_PRS_SELECT_10;Recibido, señor.
TEXT_SFX_PRS_SELECT_11;Comprendido.
TEXT_SFX_PRS_SELECT_12;Listo para el servicio.
TEXT_SFX_PRS_SELECT_13;Sí, señor.
TEXT_SFX_PRS_SELECT_14;Sí, comandante.
TEXT_SFX_PRS_SELECT_15;Preparado.
TEXT_SFX_PRS_SELECT_2;Esquife listo.
TEXT_SFX_PRS_SELECT_3;Necesito un objetivo.
TEXT_SFX_PRS_SELECT_4;Esquife pirata al habla.
TEXT_SFX_PRS_SELECT_5;Recibido.
TEXT_SFX_PRS_SELECT_6;¿Sus órdenes?
TEXT_SFX_PRS_SELECT_7;Entendido.
TEXT_SFX_PRS_SELECT_8;En formación.
TEXT_SFX_PRS_SELECT_9;Esperando órdenes.
TEXT_SFX_PUL_ASSIST_1;Fuego de contención.
TEXT_SFX_PUL_ASSIST_2;Nosotros te cubriremos.
TEXT_SFX_PUL_ASSIST_3;Fuego de cobertura.
TEXT_SFX_PUL_ATTACK_1;Entrando en el campo de batalla.
TEXT_SFX_PUL_ATTACK_10;Atacad ese objetivo.
TEXT_SFX_PUL_ATTACK_11;Atacando objetivo.
TEXT_SFX_PUL_ATTACK_12;Fuego a discreción.
TEXT_SFX_PUL_ATTACK_13;Atacando.
TEXT_SFX_PUL_ATTACK_14;Apuntando.
TEXT_SFX_PUL_ATTACK_15;Disparando.
TEXT_SFX_PUL_ATTACK_2;Atacando al objetivo.
TEXT_SFX_PUL_ATTACK_3;Encabezando asalto.
TEXT_SFX_PUL_ATTACK_4;Comenzad el asalto.
TEXT_SFX_PUL_ATTACK_5;Listos para atacar.
TEXT_SFX_PUL_ATTACK_6;Objetivo fijado.
TEXT_SFX_PUL_ATTACK_7;¡Atacad!
TEXT_SFX_PUL_ATTACK_8;¡Fuego!
TEXT_SFX_PUL_ATTACK_9;¡Abrid fuego!
TEXT_SFX_PUL_GUARD_1;Sí, señor.
TEXT_SFX_PUL_GUARD_2;Lo haré.
TEXT_SFX_PUL_MOVE_1;Cañón de pulsos en movimiento.
TEXT_SFX_PUL_MOVE_10;Dispersión.
TEXT_SFX_PUL_MOVE_11;Obedeciendo.
TEXT_SFX_PUL_MOVE_12;Vámonos.
TEXT_SFX_PUL_MOVE_13;Adelante. 
TEXT_SFX_PUL_MOVE_14;Por aquí.
TEXT_SFX_PUL_MOVE_15;Por allí.
TEXT_SFX_PUL_MOVE_2;Situándome en posición.
TEXT_SFX_PUL_MOVE_3;Enseguida, señor.
TEXT_SFX_PUL_MOVE_4;De camino.
TEXT_SFX_PUL_MOVE_5;Ya casi estamos.
TEXT_SFX_PUL_MOVE_6;Voy para allá.
TEXT_SFX_PUL_MOVE_7;Inmediatamente. 
TEXT_SFX_PUL_MOVE_8;En marcha.
TEXT_SFX_PUL_MOVE_9;Saliendo, señor.
TEXT_SFX_PUL_SELECT_1;Armas cargadas.
TEXT_SFX_PUL_SELECT_10;Recibido, señor.
TEXT_SFX_PUL_SELECT_11;Comprendido.
TEXT_SFX_PUL_SELECT_12;Listo para el servicio.
TEXT_SFX_PUL_SELECT_13;Sí, señor.
TEXT_SFX_PUL_SELECT_14;Sí, comandante.
TEXT_SFX_PUL_SELECT_15;Preparado.
TEXT_SFX_PUL_SELECT_2;Cañón de pulsos listo.
TEXT_SFX_PUL_SELECT_3;Necesito un objetivo.
TEXT_SFX_PUL_SELECT_4;Aquí cañón.
TEXT_SFX_PUL_SELECT_5;Recibido.
TEXT_SFX_PUL_SELECT_6;¿Sus órdenes?
TEXT_SFX_PUL_SELECT_7;Entendido.
TEXT_SFX_PUL_SELECT_8;En formación.
TEXT_SFX_PUL_SELECT_9;Esperando órdenes.
TEXT_SFX_PUL_SELF_DESTRUCT_1;Autodestrucción activada.
TEXT_SFX_PUL_SELF_DESTRUCT_2;Iniciando la secuencia de autodestrucción.
TEXT_SFX_RCB_ATTACK_1;Cañones armados.
TEXT_SFX_RCB_ATTACK_10;Atacad ese objetivo.
TEXT_SFX_RCB_ATTACK_11;Atacando objetivo.
TEXT_SFX_RCB_ATTACK_12;Fuego a discreción.
TEXT_SFX_RCB_ATTACK_13;Atacando.
TEXT_SFX_RCB_ATTACK_14;Apuntando.
TEXT_SFX_RCB_ATTACK_15;Disparando.
TEXT_SFX_RCB_ATTACK_2;Defendiendo la carga.
TEXT_SFX_RCB_ATTACK_3;Preparándonos para el combate.
TEXT_SFX_RCB_ATTACK_4;Objetivo a tiro.
TEXT_SFX_RCB_ATTACK_5;¡Protegiendo la carga!
TEXT_SFX_RCB_ATTACK_6;Armas cargadas.
TEXT_SFX_RCB_ATTACK_7;¡Atacad!
TEXT_SFX_RCB_ATTACK_8;¡Fuego!
TEXT_SFX_RCB_ATTACK_9;¡Abrid fuego!
TEXT_SFX_RCB_MOVE_1;Barcaza desplegada.
TEXT_SFX_RCB_MOVE_10;Dispersión.
TEXT_SFX_RCB_MOVE_11;Movámonos.
TEXT_SFX_RCB_MOVE_12;Vámonos.
TEXT_SFX_RCB_MOVE_13;Adelante. 
TEXT_SFX_RCB_MOVE_14;Por aquí.
TEXT_SFX_RCB_MOVE_15;Por allí.
TEXT_SFX_RCB_MOVE_2;¿Destino, señor?
TEXT_SFX_RCB_MOVE_3;Estamos en camino.
TEXT_SFX_RCB_MOVE_4;Introduciendo coordenadas.
TEXT_SFX_RCB_MOVE_5;Solicitad escolta.
TEXT_SFX_RCB_MOVE_6;Ajustando rumbo.
TEXT_SFX_RCB_MOVE_7;Inmediatamente. 
TEXT_SFX_RCB_MOVE_8;En marcha.
TEXT_SFX_RCB_MOVE_9;Voy para allá.
TEXT_SFX_RCB_SELECT_1;Barcaza activa.
TEXT_SFX_RCB_SELECT_10;Recibido.
TEXT_SFX_RCB_SELECT_11;Comprendido.
TEXT_SFX_RCB_SELECT_12;Listo para el servicio.
TEXT_SFX_RCB_SELECT_13;Sí, señor.
TEXT_SFX_RCB_SELECT_14;Sí, comandante.
TEXT_SFX_RCB_SELECT_15;Preparado.
TEXT_SFX_RCB_SELECT_2;Barcaza lista para el servicio. 
TEXT_SFX_RCB_SELECT_3;¿Comandante?
TEXT_SFX_RCB_SELECT_4;Preparado para recibir órdenes.
TEXT_SFX_RCB_SELECT_5;Listo para la acción. 
TEXT_SFX_RCB_SELECT_6;Esperando órdenes.
TEXT_SFX_RCB_SELECT_7;Entendido.
TEXT_SFX_RCB_SELECT_8;En formación.
TEXT_SFX_RCB_SELECT_9;Esperando órdenes.
TEXT_SFX_REB_ASSIST_1;Yo te seguiré.
TEXT_SFX_REB_ASSIST_10;Os ayudaremos.
TEXT_SFX_REB_ASSIST_11;Recibido.
TEXT_SFX_REB_ASSIST_12;Os acompañamos.
TEXT_SFX_REB_ASSIST_2;Estamos justo detrás de ti.
TEXT_SFX_REB_ASSIST_3;Protegiendo la retaguardia.
TEXT_SFX_REB_ASSIST_4;Os cubrimos.
TEXT_SFX_REB_ASSIST_5;Proporcionando apoyo.
TEXT_SFX_REB_ASSIST_6;Os cubrimos la espalda. 
TEXT_SFX_REB_ASSIST_7;Vamos, por aquí.
TEXT_SFX_REB_ASSIST_8;Avanzando con cautela.
TEXT_SFX_REB_ASSIST_9;Mantendremos los ojos abiertos.
TEXT_SFX_REB_ASSIST_EVIL_1;Te sigo.
TEXT_SFX_REB_ASSIST_EVIL_10;Os ayudaremos.
TEXT_SFX_REB_ASSIST_EVIL_11;Recibido.
TEXT_SFX_REB_ASSIST_EVIL_12;Os acompañamos.
TEXT_SFX_REB_ASSIST_EVIL_2;Justo detrás de ti.
TEXT_SFX_REB_ASSIST_EVIL_3;Te cubro las espaldas.
TEXT_SFX_REB_ASSIST_EVIL_4;Os cubrimos.
TEXT_SFX_REB_ASSIST_EVIL_5;Proporcionando apoyo.
TEXT_SFX_REB_ASSIST_EVIL_6;Os cubrimos la espalda. 
TEXT_SFX_REB_ASSIST_EVIL_7;Vamos, por aquí.
TEXT_SFX_REB_ASSIST_EVIL_8;Avanzando con cautela.
TEXT_SFX_REB_ASSIST_EVIL_9;Mantendremos los ojos abiertos.
TEXT_SFX_REB_ATTACK_1;Lo haré.
TEXT_SFX_REB_ATTACK_10;Atacad ese objetivo.
TEXT_SFX_REB_ATTACK_11;Atacando objetivo.
TEXT_SFX_REB_ATTACK_12;Fuego a discreción.
TEXT_SFX_REB_ATTACK_13;Atacando.
TEXT_SFX_REB_ATTACK_14;Apuntando.
TEXT_SFX_REB_ATTACK_15;Disparando.
TEXT_SFX_REB_ATTACK_2;¡Por la Alianza!
TEXT_SFX_REB_ATTACK_3;¡Pelotón, avance!
TEXT_SFX_REB_ATTACK_4;Por la Rebelión.
TEXT_SFX_REB_ATTACK_5;¡Adelante!
TEXT_SFX_REB_ATTACK_6;¡Ahí están!
TEXT_SFX_REB_ATTACK_7;¡Atacad!
TEXT_SFX_REB_ATTACK_8;¡Fuego!
TEXT_SFX_REB_ATTACK_9;¡Abrid fuego!
TEXT_SFX_REB_ATTACK_EVIL_1;¡Tras ellos!
TEXT_SFX_REB_ATTACK_EVIL_10;¡Abatidlos!
TEXT_SFX_REB_ATTACK_EVIL_11;¡Disparad!
TEXT_SFX_REB_ATTACK_EVIL_12;¡Acabad con ellos!
TEXT_SFX_REB_ATTACK_EVIL_13;¡Eliminadlos!
TEXT_SFX_REB_ATTACK_EVIL_14;¡Atacad!
TEXT_SFX_REB_ATTACK_EVIL_15;¡Dadles fuerte!
TEXT_SFX_REB_ATTACK_EVIL_2;¡Cargad las armas!
TEXT_SFX_REB_ATTACK_EVIL_3;¡Avanzad!
TEXT_SFX_REB_ATTACK_EVIL_4;¡Atacad!
TEXT_SFX_REB_ATTACK_EVIL_5;¡Cargad!
TEXT_SFX_REB_ATTACK_EVIL_6;¡Abrid fuego!
TEXT_SFX_REB_ATTACK_EVIL_7;Blásteres preparados.
TEXT_SFX_REB_ATTACK_EVIL_8;¡Fuego a discreción!
TEXT_SFX_REB_ATTACK_EVIL_9;¡A por ellos!
TEXT_SFX_REB_E_FCOM_1;Señor, he detectado a un comandante de campo imperial.
TEXT_SFX_REB_EMPEROR_1;¡Mirad! ¡Es el mismísimo Emperador!
TEXT_SFX_REB_FETT_1;¡Es ese cazarrecompensas, Boba Fett! ¡A cubierto!
TEXT_SFX_REB_GUARD_1;Está bajo nuestra protección.
TEXT_SFX_REB_GUARD_2;Defendiendo el área.
TEXT_SFX_REB_GUARD_EVIL_1;Esperad aquí.
TEXT_SFX_REB_GUARD_EVIL_2;En defensa.
TEXT_SFX_REB_KATARN_1;¡Kyle Katarn! Bienvenido, señor. Le apoyaremos en todo lo que podamos.
TEXT_SFX_REB_MAULER_1;¡A cubierto, es un atacante TIE!
TEXT_SFX_REB_MOVE_1;Dispuesto.
TEXT_SFX_REB_MOVE_10;Rompan filas.
TEXT_SFX_REB_MOVE_11;Movámonos.
TEXT_SFX_REB_MOVE_12;Vámonos.
TEXT_SFX_REB_MOVE_13;Adelante. 
TEXT_SFX_REB_MOVE_14;Por aquí.
TEXT_SFX_REB_MOVE_15;Por allí.
TEXT_SFX_REB_MOVE_2;De acuerdo.
TEXT_SFX_REB_MOVE_3;Entendido.
TEXT_SFX_REB_MOVE_4;En marcha.
TEXT_SFX_REB_MOVE_5;Voy para allá.
TEXT_SFX_REB_MOVE_6;Sí, señor.
TEXT_SFX_REB_MOVE_7;Inmediatamente. 
TEXT_SFX_REB_MOVE_8;Avanzando.
TEXT_SFX_REB_MOVE_9;Saliendo, señor.
TEXT_SFX_REB_MOVE_EVIL_1;Estamos en ello.
TEXT_SFX_REB_MOVE_EVIL_10;Vamos para allá.
TEXT_SFX_REB_MOVE_EVIL_11;Por aquí.
TEXT_SFX_REB_MOVE_EVIL_12;¡Deprisa!
TEXT_SFX_REB_MOVE_EVIL_13;Hemos recibido órdenes.
